"Assessed","Assessor","question1","question2","dimension","answer"
"Laureen Jagtiani","Graym Renollet","2. This person makes the team more effective."," ","Desired Performance",""
"Laureen Jagtiani","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Laureen Jagtiani","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Laureen Jagtiani","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Laureen Jagtiani","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Laureen Jagtiani","Graym Renollet","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Laureen Jagtiani","Graym Renollet","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Laureen Jagtiani","Weru Shifflette"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Laureen Jagtiani","Weru Shifflette"," ","Up to 3 things the person should improve","",""
"Laureen Jagtiani","Weru Shifflette"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Laureen Jagtiani","Weru Shifflette"," ","Spaceholder","",""
"Laureen Jagtiani","Weru Shifflette"," ","Spaceholder","",""
"Laureen Jagtiani","Weru Shifflette"," ","Spaceholder",""," "
"Laureen Jagtiani","Weru Shifflette"," ","Your relationship to the person being assessed","","Peer"
"Laureen Jagtiani","Weru Shifflette","1. This person proactively works on solutions."," ","Current Performance","7"
"Laureen Jagtiani","Weru Shifflette","1. This person proactively works on solutions."," ","Desired Performance",""
"Laureen Jagtiani","Weru Shifflette","2. This person makes the team more effective."," ","Current Performance","1"
"Laureen Jagtiani","Weru Shifflette","2. This person makes the team more effective."," ","Desired Performance",""
"Laureen Jagtiani","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Laureen Jagtiani","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Laureen Jagtiani","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Laureen Jagtiani","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Laureen Jagtiani","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Laureen Jagtiani","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Laureen Jagtiani","Lilian Goodmon"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Laureen Jagtiani","Lilian Goodmon"," ","Up to 3 things the person should improve","","Align more with team"
"Laureen Jagtiani","Lilian Goodmon"," ","Up to 3 things the person should keep doing","",""
"Laureen Jagtiani","Lilian Goodmon"," ","Spaceholder",""," "
"Laureen Jagtiani","Lilian Goodmon"," ","Spaceholder","",""
"Laureen Jagtiani","Lilian Goodmon"," ","Spaceholder","",""
"Laureen Jagtiani","Lilian Goodmon"," ","Your relationship to the person being assessed","","Peer"
"Laureen Jagtiani","Lilian Goodmon","1. This person proactively works on solutions."," ","Current Performance","4"
"Laureen Jagtiani","Lilian Goodmon","1. This person proactively works on solutions."," ","Desired Performance",""
"Laureen Jagtiani","Lilian Goodmon","2. This person makes the team more effective."," ","Current Performance","5"
"Laureen Jagtiani","Lilian Goodmon","2. This person makes the team more effective."," ","Desired Performance",""
"Laureen Jagtiani","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Laureen Jagtiani","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Laureen Jagtiani","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Laureen Jagtiani","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Laureen Jagtiani","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Laureen Jagtiani","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Laureen Jagtiani","Catronia Finocchi"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Laureen Jagtiani","Catronia Finocchi"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Laureen Jagtiani","Catronia Finocchi"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Laureen Jagtiani","Catronia Finocchi"," ","Spaceholder","",""
"Laureen Jagtiani","Catronia Finocchi"," ","Spaceholder",""," "
"Laureen Jagtiani","Catronia Finocchi"," ","Spaceholder","",""
"Laureen Jagtiani","Catronia Finocchi"," ","Your relationship to the person being assessed","","Peer"
"Laureen Jagtiani","Catronia Finocchi","1. This person proactively works on solutions."," ","Current Performance","7"
"Laureen Jagtiani","Catronia Finocchi","1. This person proactively works on solutions."," ","Desired Performance",""
"Laureen Jagtiani","Catronia Finocchi","2. This person makes the team more effective."," ","Current Performance","2"
"Laureen Jagtiani","Catronia Finocchi","2. This person makes the team more effective."," ","Desired Performance",""
"Laureen Jagtiani","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Laureen Jagtiani","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Laureen Jagtiani","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Laureen Jagtiani","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Laureen Jagtiani","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Laureen Jagtiani","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Laureen Jagtiani","Dyann Woodhurst"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Laureen Jagtiani","Dyann Woodhurst"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Laureen Jagtiani","Dyann Woodhurst"," ","Up to 3 things the person should keep doing","",""
"Laureen Jagtiani","Dyann Woodhurst"," ","Spaceholder","",""
"Laureen Jagtiani","Dyann Woodhurst"," ","Spaceholder",""," "
"Laureen Jagtiani","Dyann Woodhurst"," ","Spaceholder","",""
"Laureen Jagtiani","Dyann Woodhurst"," ","Your relationship to the person being assessed","","Peer"
"Laureen Jagtiani","Dyann Woodhurst","1. This person proactively works on solutions."," ","Current Performance","6"
"Laureen Jagtiani","Dyann Woodhurst","1. This person proactively works on solutions."," ","Desired Performance",""
"Laureen Jagtiani","Dyann Woodhurst","2. This person makes the team more effective."," ","Current Performance","1"
"Laureen Jagtiani","Dyann Woodhurst","2. This person makes the team more effective."," ","Desired Performance",""
"Laureen Jagtiani","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Laureen Jagtiani","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Laureen Jagtiani","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Laureen Jagtiani","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Laureen Jagtiani","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Laureen Jagtiani","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Laureen Jagtiani","Carlanne Gelbard"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Laureen Jagtiani","Carlanne Gelbard"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Laureen Jagtiani","Carlanne Gelbard"," ","Up to 3 things the person should keep doing","",""
"Laureen Jagtiani","Carlanne Gelbard"," ","Spaceholder",""," "
"Laureen Jagtiani","Carlanne Gelbard"," ","Spaceholder",""," "
"Laureen Jagtiani","Carlanne Gelbard"," ","Spaceholder","",""
"Laureen Jagtiani","Carlanne Gelbard"," ","Your relationship to the person being assessed","","Peer"
"Laureen Jagtiani","Carlanne Gelbard","1. This person proactively works on solutions."," ","Current Performance","1"
"Laureen Jagtiani","Carlanne Gelbard","1. This person proactively works on solutions."," ","Desired Performance",""
"Laureen Jagtiani","Carlanne Gelbard","2. This person makes the team more effective."," ","Current Performance","5"
"Laureen Jagtiani","Carlanne Gelbard","2. This person makes the team more effective."," ","Desired Performance",""
"Laureen Jagtiani","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Laureen Jagtiani","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Laureen Jagtiani","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Laureen Jagtiani","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Laureen Jagtiani","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Laureen Jagtiani","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Marjiwra Clowe","Stacey-Anne Greenig"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Marjiwra Clowe","Stacey-Anne Greenig"," ","Up to 3 things the person should improve","",""
"Marjiwra Clowe","Stacey-Anne Greenig"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Marjiwra Clowe","Stacey-Anne Greenig"," ","Spaceholder","",""
"Marjiwra Clowe","Stacey-Anne Greenig"," ","Spaceholder",""," "
