"Assessed","Assessor","question1","question2","dimension","answer"
"Karleen Dobyns","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Karleen Dobyns","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Karleen Dobyns","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Karleen Dobyns","Suzana Spink","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Karleen Dobyns","Suzana Spink","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Ron Durda","Kenna Strelec"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Ron Durda","Kenna Strelec"," ","Up to 3 things the person should improve","",""
"Ron Durda","Kenna Strelec"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Ron Durda","Kenna Strelec"," ","Spaceholder","",""
"Ron Durda","Kenna Strelec"," ","Spaceholder","",""
"Ron Durda","Kenna Strelec"," ","Spaceholder",""," "
"Ron Durda","Kenna Strelec"," ","Your relationship to the person being assessed","","Peer"
"Ron Durda","Kenna Strelec","1. This person proactively works on solutions."," ","Current Performance","3"
"Ron Durda","Kenna Strelec","1. This person proactively works on solutions."," ","Desired Performance",""
"Ron Durda","Kenna Strelec","2. This person makes the team more effective."," ","Current Performance","2"
"Ron Durda","Kenna Strelec","2. This person makes the team more effective."," ","Desired Performance",""
"Ron Durda","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Ron Durda","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Ron Durda","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Ron Durda","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Ron Durda","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Ron Durda","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Ron Durda","Deanna Chopp"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Ron Durda","Deanna Chopp"," ","Up to 3 things the person should improve","",""
"Ron Durda","Deanna Chopp"," ","Up to 3 things the person should keep doing","",""
"Ron Durda","Deanna Chopp"," ","Spaceholder",""," "
"Ron Durda","Deanna Chopp"," ","Spaceholder",""," "
"Ron Durda","Deanna Chopp"," ","Spaceholder","",""
"Ron Durda","Deanna Chopp"," ","Your relationship to the person being assessed","","Peer"
"Ron Durda","Deanna Chopp","1. This person proactively works on solutions."," ","Current Performance","3"
"Ron Durda","Deanna Chopp","1. This person proactively works on solutions."," ","Desired Performance",""
"Ron Durda","Deanna Chopp","2. This person makes the team more effective."," ","Current Performance","2"
"Ron Durda","Deanna Chopp","2. This person makes the team more effective."," ","Desired Performance",""
"Ron Durda","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Ron Durda","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Ron Durda","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Ron Durda","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Ron Durda","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Ron Durda","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Ron Durda","Sadiah Deigado"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Ron Durda","Sadiah Deigado"," ","Up to 3 things the person should improve","",""
"Ron Durda","Sadiah Deigado"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Ron Durda","Sadiah Deigado"," ","Spaceholder","",""
"Ron Durda","Sadiah Deigado"," ","Spaceholder","",""
"Ron Durda","Sadiah Deigado"," ","Spaceholder",""," "
"Ron Durda","Sadiah Deigado"," ","Your relationship to the person being assessed","","Peer"
"Ron Durda","Sadiah Deigado","1. This person proactively works on solutions."," ","Current Performance","1"
"Ron Durda","Sadiah Deigado","1. This person proactively works on solutions."," ","Desired Performance",""
"Ron Durda","Sadiah Deigado","2. This person makes the team more effective."," ","Current Performance","2"
"Ron Durda","Sadiah Deigado","2. This person makes the team more effective."," ","Desired Performance",""
"Ron Durda","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Ron Durda","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Ron Durda","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Ron Durda","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Ron Durda","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Ron Durda","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Ron Durda","Anne-Maree Koeber"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Ron Durda","Anne-Maree Koeber"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Ron Durda","Anne-Maree Koeber"," ","Up to 3 things the person should keep doing","",""
"Ron Durda","Anne-Maree Koeber"," ","Spaceholder",""," "
"Ron Durda","Anne-Maree Koeber"," ","Spaceholder","",""
"Ron Durda","Anne-Maree Koeber"," ","Spaceholder",""," "
"Ron Durda","Anne-Maree Koeber"," ","Your relationship to the person being assessed","","Peer"
"Ron Durda","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Current Performance","6"
"Ron Durda","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Desired Performance",""
"Ron Durda","Anne-Maree Koeber","2. This person makes the team more effective."," ","Current Performance","3"
"Ron Durda","Anne-Maree Koeber","2. This person makes the team more effective."," ","Desired Performance",""
"Ron Durda","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Ron Durda","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Ron Durda","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Ron Durda","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Ron Durda","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Ron Durda","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Ron Durda","Jordi Delso"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Ron Durda","Jordi Delso"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Ron Durda","Jordi Delso"," ","Up to 3 things the person should keep doing","",""
"Ron Durda","Jordi Delso"," ","Spaceholder","",""
"Ron Durda","Jordi Delso"," ","Spaceholder","",""
"Ron Durda","Jordi Delso"," ","Spaceholder",""," "
"Ron Durda","Jordi Delso"," ","Your relationship to the person being assessed","","Peer"
"Ron Durda","Jordi Delso","1. This person proactively works on solutions."," ","Current Performance","3"
"Ron Durda","Jordi Delso","1. This person proactively works on solutions."," ","Desired Performance",""
"Ron Durda","Jordi Delso","2. This person makes the team more effective."," ","Current Performance","5"
"Ron Durda","Jordi Delso","2. This person makes the team more effective."," ","Desired Performance",""
"Ron Durda","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Ron Durda","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Ron Durda","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Ron Durda","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Ron Durda","Jordi Delso","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Ron Durda","Jordi Delso","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Ron Durda","Averoes Cores"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Ron Durda","Averoes Cores"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Ron Durda","Averoes Cores"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Ron Durda","Averoes Cores"," ","Spaceholder","",""
"Ron Durda","Averoes Cores"," ","Spaceholder","",""
"Ron Durda","Averoes Cores"," ","Spaceholder",""," "
"Ron Durda","Averoes Cores"," ","Your relationship to the person being assessed","","Peer"
"Ron Durda","Averoes Cores","1. This person proactively works on solutions."," ","Current Performance","2"
"Ron Durda","Averoes Cores","1. This person proactively works on solutions."," ","Desired Performance",""
"Ron Durda","Averoes Cores","2. This person makes the team more effective."," ","Current Performance","5"
"Ron Durda","Averoes Cores","2. This person makes the team more effective."," ","Desired Performance",""
"Ron Durda","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Ron Durda","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Ron Durda","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Ron Durda","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Ron Durda","Averoes Cores","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Ron Durda","Averoes Cores","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Ron Durda","Mara Allgyer"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Ron Durda","Mara Allgyer"," ","Up to 3 things the person should improve","",""
"Ron Durda","Mara Allgyer"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Ron Durda","Mara Allgyer"," ","Spaceholder","",""
"Ron Durda","Mara Allgyer"," ","Spaceholder","",""
"Ron Durda","Mara Allgyer"," ","Spaceholder",""," "
"Ron Durda","Mara Allgyer"," ","Your relationship to the person being assessed","","Peer"
"Ron Durda","Mara Allgyer","1. This person proactively works on solutions."," ","Current Performance","6"
"Ron Durda","Mara Allgyer","1. This person proactively works on solutions."," ","Desired Performance",""
"Ron Durda","Mara Allgyer","2. This person makes the team more effective."," ","Current Performance","3"
"Ron Durda","Mara Allgyer","2. This person makes the team more effective."," ","Desired Performance",""
"Ron Durda","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Ron Durda","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Ron Durda","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Ron Durda","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Ron Durda","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Ron Durda","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Ron Durda","Karleen Dobyns"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Ron Durda","Karleen Dobyns"," ","Up to 3 things the person should improve","","Align more with team"
"Ron Durda","Karleen Dobyns"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Ron Durda","Karleen Dobyns"," ","Spaceholder",""," "
"Ron Durda","Karleen Dobyns"," ","Spaceholder",""," "
"Ron Durda","Karleen Dobyns"," ","Spaceholder",""," "
"Ron Durda","Karleen Dobyns"," ","Your relationship to the person being assessed","","Peer"
"Ron Durda","Karleen Dobyns","1. This person proactively works on solutions."," ","Current Performance","4"
"Ron Durda","Karleen Dobyns","1. This person proactively works on solutions."," ","Desired Performance",""
"Ron Durda","Karleen Dobyns","2. This person makes the team more effective."," ","Current Performance","2"
"Ron Durda","Karleen Dobyns","2. This person makes the team more effective."," ","Desired Performance",""
"Ron Durda","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Ron Durda","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Ron Durda","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Ron Durda","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Ron Durda","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Ron Durda","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Ron Durda","Suzana Spink"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Ron Durda","Suzana Spink"," ","Up to 3 things the person should improve","","Align more with team"
"Ron Durda","Suzana Spink"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Ron Durda","Suzana Spink"," ","Spaceholder",""," "
"Ron Durda","Suzana Spink"," ","Spaceholder","",""
"Ron Durda","Suzana Spink"," ","Spaceholder",""," "
"Ron Durda","Suzana Spink"," ","Your relationship to the person being assessed","","Peer"
"Ron Durda","Suzana Spink","1. This person proactively works on solutions."," ","Current Performance","7"
"Ron Durda","Suzana Spink","1. This person proactively works on solutions."," ","Desired Performance",""
"Ron Durda","Suzana Spink","2. This person makes the team more effective."," ","Current Performance","5"
"Ron Durda","Suzana Spink","2. This person makes the team more effective."," ","Desired Performance",""
"Ron Durda","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Ron Durda","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Ron Durda","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Ron Durda","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Ron Durda","Suzana Spink","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Ron Durda","Suzana Spink","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Suzana Spink","Kenna Strelec"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Suzana Spink","Kenna Strelec"," ","Up to 3 things the person should improve","",""
"Suzana Spink","Kenna Strelec"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Suzana Spink","Kenna Strelec"," ","Spaceholder","",""
"Suzana Spink","Kenna Strelec"," ","Spaceholder","",""
"Suzana Spink","Kenna Strelec"," ","Spaceholder",""," "
"Suzana Spink","Kenna Strelec"," ","Your relationship to the person being assessed","","Peer"
"Suzana Spink","Kenna Strelec","1. This person proactively works on solutions."," ","Current Performance","4"
"Suzana Spink","Kenna Strelec","1. This person proactively works on solutions."," ","Desired Performance",""
"Suzana Spink","Kenna Strelec","2. This person makes the team more effective."," ","Current Performance","7"
"Suzana Spink","Kenna Strelec","2. This person makes the team more effective."," ","Desired Performance",""
"Suzana Spink","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Suzana Spink","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Suzana Spink","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Suzana Spink","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Suzana Spink","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Suzana Spink","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Suzana Spink","Deanna Chopp"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Suzana Spink","Deanna Chopp"," ","Up to 3 things the person should improve","",""
"Suzana Spink","Deanna Chopp"," ","Up to 3 things the person should keep doing","",""
"Suzana Spink","Deanna Chopp"," ","Spaceholder",""," "
"Suzana Spink","Deanna Chopp"," ","Spaceholder","",""
"Suzana Spink","Deanna Chopp"," ","Spaceholder",""," "
"Suzana Spink","Deanna Chopp"," ","Your relationship to the person being assessed","","Peer"
"Suzana Spink","Deanna Chopp","1. This person proactively works on solutions."," ","Current Performance","3"
"Suzana Spink","Deanna Chopp","1. This person proactively works on solutions."," ","Desired Performance",""
"Suzana Spink","Deanna Chopp","2. This person makes the team more effective."," ","Current Performance","4"
"Suzana Spink","Deanna Chopp","2. This person makes the team more effective."," ","Desired Performance",""
"Suzana Spink","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Suzana Spink","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Suzana Spink","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Suzana Spink","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Suzana Spink","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Suzana Spink","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Suzana Spink","Sadiah Deigado"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Suzana Spink","Sadiah Deigado"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Suzana Spink","Sadiah Deigado"," ","Up to 3 things the person should keep doing","",""
"Suzana Spink","Sadiah Deigado"," ","Spaceholder","",""
"Suzana Spink","Sadiah Deigado"," ","Spaceholder","",""
"Suzana Spink","Sadiah Deigado"," ","Spaceholder","",""
"Suzana Spink","Sadiah Deigado"," ","Your relationship to the person being assessed","","Peer"
"Suzana Spink","Sadiah Deigado","1. This person proactively works on solutions."," ","Current Performance","5"
"Suzana Spink","Sadiah Deigado","1. This person proactively works on solutions."," ","Desired Performance",""
"Suzana Spink","Sadiah Deigado","2. This person makes the team more effective."," ","Current Performance","3"
"Suzana Spink","Sadiah Deigado","2. This person makes the team more effective."," ","Desired Performance",""
"Suzana Spink","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Suzana Spink","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Suzana Spink","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Suzana Spink","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Suzana Spink","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Suzana Spink","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Suzana Spink","Anne-Maree Koeber"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Suzana Spink","Anne-Maree Koeber"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Suzana Spink","Anne-Maree Koeber"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Suzana Spink","Anne-Maree Koeber"," ","Spaceholder",""," "
"Suzana Spink","Anne-Maree Koeber"," ","Spaceholder","",""
"Suzana Spink","Anne-Maree Koeber"," ","Spaceholder","",""
"Suzana Spink","Anne-Maree Koeber"," ","Your relationship to the person being assessed","","Peer"
"Suzana Spink","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Current Performance","2"
"Suzana Spink","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Desired Performance",""
"Suzana Spink","Anne-Maree Koeber","2. This person makes the team more effective."," ","Current Performance","3"
"Suzana Spink","Anne-Maree Koeber","2. This person makes the team more effective."," ","Desired Performance",""
"Suzana Spink","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Suzana Spink","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Suzana Spink","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Suzana Spink","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Suzana Spink","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Suzana Spink","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Suzana Spink","Jordi Delso"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Suzana Spink","Jordi Delso"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Suzana Spink","Jordi Delso"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Suzana Spink","Jordi Delso"," ","Spaceholder","",""
"Suzana Spink","Jordi Delso"," ","Spaceholder","",""
"Suzana Spink","Jordi Delso"," ","Spaceholder",""," "
"Suzana Spink","Jordi Delso"," ","Your relationship to the person being assessed","","Peer"
"Suzana Spink","Jordi Delso","1. This person proactively works on solutions."," ","Current Performance","7"
"Suzana Spink","Jordi Delso","1. This person proactively works on solutions."," ","Desired Performance",""
"Suzana Spink","Jordi Delso","2. This person makes the team more effective."," ","Current Performance","4"
"Suzana Spink","Jordi Delso","2. This person makes the team more effective."," ","Desired Performance",""
"Suzana Spink","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Suzana Spink","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Suzana Spink","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Suzana Spink","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Suzana Spink","Jordi Delso","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Suzana Spink","Jordi Delso","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Suzana Spink","Averoes Cores"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Suzana Spink","Averoes Cores"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Suzana Spink","Averoes Cores"," ","Up to 3 things the person should keep doing","",""
"Suzana Spink","Averoes Cores"," ","Spaceholder",""," "
"Suzana Spink","Averoes Cores"," ","Spaceholder",""," "
"Suzana Spink","Averoes Cores"," ","Spaceholder","",""
"Suzana Spink","Averoes Cores"," ","Your relationship to the person being assessed","","Peer"
"Suzana Spink","Averoes Cores","1. This person proactively works on solutions."," ","Current Performance","1"
"Suzana Spink","Averoes Cores","1. This person proactively works on solutions."," ","Desired Performance",""
"Suzana Spink","Averoes Cores","2. This person makes the team more effective."," ","Current Performance","5"
"Suzana Spink","Averoes Cores","2. This person makes the team more effective."," ","Desired Performance",""
"Suzana Spink","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Suzana Spink","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Suzana Spink","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Suzana Spink","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Suzana Spink","Averoes Cores","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Suzana Spink","Averoes Cores","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Suzana Spink","Mara Allgyer"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Suzana Spink","Mara Allgyer"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Suzana Spink","Mara Allgyer"," ","Up to 3 things the person should keep doing","",""
"Suzana Spink","Mara Allgyer"," ","Spaceholder",""," "
"Suzana Spink","Mara Allgyer"," ","Spaceholder","",""
"Suzana Spink","Mara Allgyer"," ","Spaceholder","",""
"Suzana Spink","Mara Allgyer"," ","Your relationship to the person being assessed","","Peer"
"Suzana Spink","Mara Allgyer","1. This person proactively works on solutions."," ","Current Performance","6"
"Suzana Spink","Mara Allgyer","1. This person proactively works on solutions."," ","Desired Performance",""
"Suzana Spink","Mara Allgyer","2. This person makes the team more effective."," ","Current Performance","4"
"Suzana Spink","Mara Allgyer","2. This person makes the team more effective."," ","Desired Performance",""
"Suzana Spink","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Suzana Spink","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Suzana Spink","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Suzana Spink","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Suzana Spink","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Suzana Spink","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Suzana Spink","Karleen Dobyns"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Suzana Spink","Karleen Dobyns"," ","Up to 3 things the person should improve","","Align more with team"
"Suzana Spink","Karleen Dobyns"," ","Up to 3 things the person should keep doing","",""
"Suzana Spink","Karleen Dobyns"," ","Spaceholder","",""
"Suzana Spink","Karleen Dobyns"," ","Spaceholder","",""
"Suzana Spink","Karleen Dobyns"," ","Spaceholder",""," "
"Suzana Spink","Karleen Dobyns"," ","Your relationship to the person being assessed","","Peer"
"Suzana Spink","Karleen Dobyns","1. This person proactively works on solutions."," ","Current Performance","7"
"Suzana Spink","Karleen Dobyns","1. This person proactively works on solutions."," ","Desired Performance",""
"Suzana Spink","Karleen Dobyns","2. This person makes the team more effective."," ","Current Performance","5"
"Suzana Spink","Karleen Dobyns","2. This person makes the team more effective."," ","Desired Performance",""
"Suzana Spink","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Suzana Spink","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Suzana Spink","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Suzana Spink","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Suzana Spink","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Suzana Spink","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Suzana Spink","Ron Durda"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Suzana Spink","Ron Durda"," ","Up to 3 things the person should improve","",""
"Suzana Spink","Ron Durda"," ","Up to 3 things the person should keep doing","",""
"Suzana Spink","Ron Durda"," ","Spaceholder",""," "
"Suzana Spink","Ron Durda"," ","Spaceholder",""," "
"Suzana Spink","Ron Durda"," ","Spaceholder","",""
"Suzana Spink","Ron Durda"," ","Your relationship to the person being assessed","","Peer"
"Suzana Spink","Ron Durda","1. This person proactively works on solutions."," ","Current Performance","7"
"Suzana Spink","Ron Durda","1. This person proactively works on solutions."," ","Desired Performance",""
"Suzana Spink","Ron Durda","2. This person makes the team more effective."," ","Current Performance","7"
"Suzana Spink","Ron Durda","2. This person makes the team more effective."," ","Desired Performance",""
"Suzana Spink","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Suzana Spink","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Suzana Spink","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Suzana Spink","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Suzana Spink","Ron Durda","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Suzana Spink","Ron Durda","5. On my next project I would like to work with this person again."," ","Desired Performance",""
